400	5.47902
401	5.45973
402	5.4404
403	5.42159
404	5.40377
405	5.38676
406	5.37048
407	5.35456
408	5.33894
409	5.32352
410	5.30839
411	5.2936
412	5.27923
413	5.26531
414	5.25181
415	5.23885
416	5.22635
417	5.21433
418	5.20268
419	5.19134
420	5.18018
421	5.16911
422	5.15803
423	5.14689
424	5.13561
425	5.12418
426	5.11253
427	5.10062
428	5.08837
429	5.07576
430	5.06268
431	5.04911
432	5.03495
433	5.02022
434	5.0048
435	4.98873
436	4.97192
437	4.95432
438	4.93566
439	4.91601
440	4.89536
441	4.87373
442	4.85116
443	4.82763
444	4.80327
445	4.77799
446	4.75194
447	4.72501
448	4.69737
449	4.66893
450	4.63984
451	4.61002
452	4.57961
453	4.54856
454	4.517
455	4.48486
456	4.45231
457	4.41932
458	4.38588
459	4.35214
460	4.31808
461	4.28383
462	4.24919
463	4.21409
464	4.1787
465	4.14301
466	4.10714
467	4.07121
468	4.03533
469	3.99961
470	3.96416
471	3.92905
472	3.8944
473	3.86026
474	3.82672
475	3.79381
476	3.76162
477	3.73013
478	3.69943
479	3.66946
480	3.64031
481	3.6119
482	3.5843
483	3.5574
484	3.53129
485	3.50584
486	3.48114
487	3.45708
488	3.43372
489	3.41099
490	3.38891
491	3.36743
492	3.34656
493	3.32627
494	3.30654
495	3.28741
496	3.26888
497	3.2511
498	3.23394
499	3.21751
500	3.20169
501	3.18653
502	3.17199
503	3.15805
504	3.14474
505	3.13198
506	3.11986
507	3.10826
508	3.09728
509	3.0868
510	3.07692
511	3.06753
512	3.05871
513	3.05039
514	3.04261
515	3.03533
516	3.02856
517	3.02229
518	3.01652
519	3.01124
520	3.00645
521	3.00215
522	2.99832
523	2.99498
524	2.99211
525	2.98972
526	2.98779
527	2.98634
528	2.98536
529	2.98484
530	2.98479
531	2.98519
532	2.98475
533	2.98613
534	2.9875
535	2.9893
536	2.99162
537	2.99436
538	2.99762
539	3.00131
540	3.00551
541	3.01017
542	3.01533
543	3.02096
544	3.02711
545	3.03372
546	3.04086
547	3.04848
548	3.05663
549	3.06528
550	3.07447
551	3.08417
552	3.09444
553	3.10522
554	3.11657
555	3.12847
556	3.14096
557	3.15399
558	3.16766
559	3.18188
560	3.19676
561	3.2122
562	3.22834
563	3.24507
564	3.26252
565	3.28058
566	3.29939
567	3.31884
568	3.33907
569	3.35998
570	3.3817
571	3.40414
572	3.42742
573	3.45145
574	3.47637
575	3.50209
576	3.52874
577	3.55623
578	3.58471
579	3.61406
580	3.64446
581	3.6758
582	3.70818
583	3.7417
584	3.7762
585	3.81193
586	3.84874
587	3.88683
588	3.92607
589	3.96666
590	4.00851
591	4.05176
592	4.09637
593	4.14246
594	4.19003
595	4.23915
596	4.28989
597	4.34226
598	4.39638
599	4.45222
600	4.50998
601	4.56955
602	4.6312
603	4.69479
604	4.76063
605	4.82854
606	4.89889
607	4.97146
608	5.04667
609	5.12427
610	5.20472
611	5.28778
612	5.37387
613	5.46285
614	5.55505
615	5.65045
616	5.74925
617	5.85165
618	5.95757
619	6.0676
620	6.18128
621	6.2996
622	6.42194
623	6.54906
624	6.68086
625	6.81762
626	6.95974
627	7.10699
628	7.26016
629	7.41967
630	7.58483
631	7.75717
632	7.93585
633	8.12222
634	8.31576
635	8.51758
636	8.72749
637	8.94634
638	9.1743
639	9.41199
640	9.65988
641	9.9184
642	10.18836
643	10.46994
644	10.76436
645	11.07154
646	11.39311
647	11.72875
648	12.08051
649	12.44784
650	12.83318
651	13.23588
652	13.65762
653	14.10139
654	14.56431
655	15.05229
656	15.56187
657	16.09928
658	16.66114
659	17.25385
660	17.87433
661	18.52896
662	19.21522
663	19.93923
664	20.6993
665	21.50108
666	22.34394
667	23.2329
668	24.16856
669	25.1552
670	26.19473
671	27.2907
672	28.44622
673	29.66429
674	30.94896
675	32.30293
676	33.73071
677	35.23525
678	36.82068
679	38.49097
680	40.24859
681	42.09973
682	44.04337
683	46.08936
684	48.23121
685	50.48331
686	52.83298
687	55.29773
688	57.85951
689	60.53651
690	63.30637
691	66.18527
692	69.1476
693	72.20435
694	75.32811
695	78.52105
696	81.75577
697	85.02229
698	88.31456
699	91.76521
700	95.41663
701	99.58246
702	104.35126
703	109.45396
704	114.66401
705	119.97365
706	125.3781
707	130.99245
708	137.01042
709	143.40836
710	150.31392
711	166.04306
712	174.73656
713	183.70052
714	192.66171
715	201.16164
716	208.74626
717	215.08147
718	219.98827
719	223.19514
720	224.7074
